Entity,Year,Iron and steel production,"Military expenditure (1816-1913, current prices)","Military expenditure (1914-2007, current prices)",Military personnel,"Military expenditure (1830-1913, real prices)","Military expenditure (1914-2007, real prices)"
Ethiopia,1970,,,36200,45,,130075.3839
Ethiopia,1971,,,36886,45,,126173.5397
Ethiopia,1972,,,41695,50,,136685.4904
Ethiopia,1973,,,48599,50,,151092.3352
Ethiopia,1974,,,74879,45,,213653.0073
Ethiopia,1975,,,125120,50,,326724.3878
Ethiopia,1976,,,128019,65,,316912.8147
Ethiopia,1977,,,135265,225,,315220.5706
Ethiopia,1978,,,202898,233,,441896.7346
Ethiopia,1979,,,289855,250,,583056.3977
Ethiopia,1980,,,382043,250,,704945.9502
Ethiopia,1981,,,440032,240,,742667.3636
Ethiopia,1982,,,459086,240,,729566.3214
Ethiopia,1983,,,504325,240,,771082.4169
Ethiopia,1984,,,548706,190,,810051.0968
Ethiopia,1985,,,446860,240,,639297.0894
Ethiopia,1986,,,445860,300,,625196.4966
Ethiopia,1987,,,471590,300,,644823.9289
Ethiopia,1988,,,536300,250,,708577.0732
Ethiopia,1989,,,536300,250,,682056.3286
Ethiopia,1990,,,1310000,250,,1606648.195
Ethiopia,1991,,,370000,120,,439120.2899
Ethiopia,1992,,,811000,120,,941090.9735
Ethiopia,1993,,,151000,120,,171147.2664
Ethiopia,1994,,,120000,120,,133172.5166
Ethiopia,1995,,,119000,120,,129380.1115
Ethiopia,1996,,,127000,100,,135593.6115
Ethiopia,1997,,,134000,100,,140664.7866
Ethiopia,1998,,,387000,200,,401869.5156
Ethiopia,1999,,,444000,300,,454092.1694
Ethiopia,2000,,,670000,352,,670000
Ethiopia,2001,,,580000,252,,567118.806
Ethiopia,2002,,,338000,252,,325480.0094
Ethiopia,2003,,,279000,164,,263399.9308
Ethiopia,2004,,,348000,173,,319767.9533
Ethiopia,2005,,,300000,182,,267061.6371
Ethiopia,2006,,,345000,183,,297985.9719
Ethiopia,2007,,,336000,153,,282669.4062
Fiji,1970,,,480,,,1724.756472
Fiji,1971,,,582,,,1990.809524
Fiji,1972,,,728,,,2386.546037
Fiji,1973,,,882,,,2742.102506
Fiji,1974,,,996,,,2841.896864
Fiji,1975,,,1458,,,3807.258291
Fiji,1976,,,2222,,,5500.591898
Fiji,1977,,,2508,1,,5844.624929
Fiji,1978,,,3189,1,,6945.404521
Fiji,1979,,,3710,1,,7462.832228
Fiji,1980,,,5874,2,,10838.70798
Fiji,1981,,,9968,2,,16823.56801
Fiji,1982,,,15076,2,,23958.34737
Fiji,1983,,,14842,2,,22692.52016
Fiji,1984,,,14329,3,,21153.80945
Fiji,1985,,,13795,4,,19735.7189
Fiji,1986,,,14420,3,,20220.09932
Fiji,1987,,,13970,3,,19101.74153
Fiji,1988,,,24000,4,,31709.58374
Fiji,1989,,,25150,4,,31985.30051
Fiji,1990,,,25660,5,,31470.68144
Fiji,1991,,,32400,5,,38452.69565
Fiji,1992,,,23090,5,,26793.82315
Fiji,1993,,,27200,5,,30829.17647
Fiji,1994,,,34000,4,,37732.21304
Fiji,1995,,,48000,4,,52186.93574
Fiji,1996,,,49000,4,,52315.64537
Fiji,1997,,,48000,4,,50387.38623
Fiji,1998,,,34000,4,,35306.36571
Fiji,1999,,,35000,4,,35795.55389
Fiji,2000,,,33000,4,,33000
Fiji,2001,,,26000,4,,25422.56716
Fiji,2002,,,29000,4,,27925.79962
Fiji,2003,,,30000,4,,28322.57321
Fiji,2004,,,56000,3,,51456.91203
Fiji,2005,,,49000,3,,43620.0674
Fiji,2006,,,43000,4,,37140.28056
Fiji,2007,,,50000,4,,42063.89973
France,1816,115,10554,,132,,
France,1817,121,8864,,131,,
France,1818,127,8042,,138,,
France,1819,133,9747,,182,,
France,1820,140,9414,,208,,
France,1821,160,8429,,198,,
France,1822,170,9735,,243,,
France,1823,190,13569,,256,,
France,1824,198,11064,,239,,
France,1825,199,10609,,237,,
France,1826,206,10604,,237,,
France,1827,216,10014,,237,,
France,1828,221,12073,,247,,
France,1829,217,11110,,265,,
France,1830,266,12618,,259,12503.29091,
France,1831,225,18174,,373,18866.34286,
France,1832,225,15838,,311,17092.49505,
France,1833,236,14117,,299,15542.9596,
France,1834,269,12501,,267,13491.17822,
France,1835,295,11823,,289,12759.47525,
France,1836,308,11198,,294,11514.92453,
France,1837,332,11636,,307,12434.54902,
France,1838,348,11981,,304,12678.92233,
France,1839,350,12691,,300,13301.14423,
France,1840,348,18414,,446,20071.26,
France,1841,377,20166,,483,22202.9697,
France,1842,399,20211,,438,22947.90625,
France,1843,423,18192,,397,21321.80645,
France,1844,427,17746,,361,20149.10417,
France,1845,439,17839,,357,20045.8866,
France,1846,522,19344,,388,21737.07216,
France,1847,592,20679,,394,21883.60194,
France,1848,472,22227,,387,25236.90625,
France,1849,414,19339,,465,21957.82292,
France,1850,406,16838,,439,20392.68889,
France,1851,446,16588,,402,20089.91111,
France,1852,523,17272,,397,21153.34831,
France,1853,661,17578,,424,19752.59794,
France,1854,771,30356,,440,32760.43564,
France,1855,849,43844,,645,46398.01942,
France,1856,923,36391,,645,38888.42157,
France,1857,992,22006,,528,23516.21569,
France,1858,872,19967,,427,22208.19388,
France,1859,864,32307,,465,35214.63,
France,1860,898,25746,,608,28063.14,
France,1861,967,26626,,528,28177.02913,
France,1862,1091,26762,,520,28048.63462,
France,1863,1157,27082,,493,27588.20561,
France,1864,1213,26345,,487,26345,
France,1865,1204,23844,,479,23844,
France,1866,1260,24182,,458,23746.28829,
France,1867,1229,29169,,461,28643.43243,
France,1868,1235,26153,,483,26395.15741,
France,1869,1381,23912,,474,24133.40741,
France,1870,1178,59066,,452,60170.03738,
France,1871,860,54323,,1000,53829.15455,
France,1872,1218,23643,,483,22216.26724,
France,1873,1382,24975,,534,22685.625,
France,1874,1416,24764,,474,23471.96522,
France,1875,1448,25528,,485,25068.03604,
France,1876,1435,27541,,501,27541,
France,1877,1507,29114,,523,29658.18692,
France,1878,1521,29956,,543,31396.19231,
France,1879,1400,29391,,525,31103.09709,
France,1880,1725,32816,,544,35068.07843,
France,1881,1886,36993,,578,39531.73529,
France,1882,2039,39695,,588,41603.41346,
France,1883,2069,38423,,516,41466.40594,
France,1884,1872,35795,,526,39812.80612,
France,1885,1631,35721,,519,40140.09278,
France,1886,1517,34895,,536,39211.90722,
France,1887,1568,35359,,519,39733.30928,
France,1888,1683,35068,,569,39004.20408,
France,1889,1734,36677,,589,39582.10891,
France,1890,1962,36771,,596,39294.5,
France,1891,1897,37244,,605,40595.96,
France,1892,2057,36900,,606,40627.27273,
France,1893,2003,35917,,610,39149.53,
France,1894,2070,36617,,590,39517.35644,
France,1895,2004,35936,,586,39170.24,
France,1896,2340,36062,,613,39704.62626,
France,1897,2484,37421,,623,40385.0396,
France,1898,2525,37337,,654,39899.34314,
France,1899,2578,38813,,654,40679.00962,
France,1900,1565,40569,,621,40569,
France,1901,1425,41993,,603,42777.91589,
France,1902,1568,40335,,610,41476.5566,
France,1903,1840,39552,,614,40671.39623,
France,1904,2096,38956,,596,40440.0381,
France,1905,2255,41947,,626,43544.98095,
France,1906,2451,45662,,635,46515.49533,
France,1907,2767,44152,,619,44152,
France,1908,2723,45054,,619,45471.16667,
France,1909,3039,47412,,641,47851,
France,1910,3413,49539,,652,49088.64545,
France,1911,3837,55441,,638,54936.99091,
France,1912,4429,61367,,642,58675.46491,
France,1913,4687,66706,,632,63780.29825,
France,1914,2802,,1235000,789,,16417881.49
France,1915,1111,,3525000,4997,,45458622.05
France,1916,1784,,4604000,5260,,52656642.46
France,1917,1991,,5825000,5141,,54021432.62
France,1918,1800,,7708000,5277,,61341896.99
France,1919,1293,,634729,2364,,4931495.048
France,1920,2706,,361910,1457,,2467677.76
France,1921,3099,,318474,547,,2546858.971
France,1922,4538,,476084,545,,4031697.907
France,1923,5222,,418297,511,,3446110.798
France,1924,6670,,261851,479,,2183602.687
France,1925,7464,,324761,475,,2659467.829
France,1926,8617,,281326,471,,2294600.213
France,1927,8349,,452194,494,,3778588.435
France,1928,9479,,381380,469,,3161053.462
France,1929,9716,,377983,411,,3126568.472
France,1930,9444,,498642,411,,4280271.843
France,1931,7816,,495306,441,,4743930.8
France,1932,5638,,543528,422,,5895299.062
France,1933,6577,,524231,449,,5840717.903
France,1934,6155,,707568,458,,7476483.035
France,1935,6255,,867102,548,,8976862.551
France,1936,6686,,995347,588,,10175900.85
France,1937,6406,,890526,613,,8744025.676
France,1938,6137,,919284,581,,9282388.01
France,1939,7950,,1023651,581,,10426216.47
France,1940,4413,,5707762,5000,,57491836.43
France,1941,4310,,605022,373,,5707978.293
France,1942,4488,,742009,,,6484857.739
France,1944,3092,,1214083,579,,9912388.521
France,1945,1661,,1230509,578,,9792651.313
France,1946,4408,,1257334,578,,8860850.367
France,1947,5733,,1844090,580,,11715479.45
France,1948,7236,,910344,577,,5481475.747
France,1949,9152,,1246614,588,,7517321.094
France,1950,8652,,1489278,595,,8869598.212
France,1951,9835,,2199999,620,,12238989
France,1952,10867,,3018000,655,,16509286.57
France,1953,9997,,3490000,699,,18851985.49
France,1954,10627,,3428000,745,,18347641.83
France,1955,12592,,2948000,802,,15514892.03
France,1956,13398,,3653000,856,,18591931.01
France,1957,14096,,3692000,913,,18180269.39
France,1958,14616,,3620000,961,,17437752.94
France,1959,15219,,3646000,992,,17318500
France,1960,17281,,3897000,1025,,18256597.83
France,1961,17570,,4128544,720,,19133359.83
France,1962,17240,,4517387,705,,20677966.54
France,1963,17556,,4670207,735,,21141141.58
France,1964,19780,,4964419,690,,22130444.85
France,1965,19604,,5167691,585,,22630065.03
France,1966,19585,,5446060,580,,23191776.05
France,1967,19655,,5881679,595,,24338084.55
France,1968,20410,,5896937,570,,23407667.03
France,1969,22511,,5761015,570,,21800809.54
France,1970,23773,,5933017,570,,21318769.73
France,1971,22859,,6296947,565,,21539556.8
France,1972,24054,,7531669,560,,24690487.37
France,1973,25264,,9493489,581,,29514875.25
France,1974,27023,,9954053,585,,28402000.01
France,1975,21530,,13034714,585,,34037395.71
France,1976,23221,,13369110,585,,33095417.71
France,1977,22094,,15015875,584,,34992885.71
France,1978,22841,,18874092,581,,41106366.86
France,1979,23360,,22667529,578,,45596756.32
France,1980,23176,,26424988,575,,48759402.15
France,1981,21258,,23867415,575,,40282411.67
France,1982,18402,,22523616,578,,35793885.39
France,1983,17582,,21654890,578,,33109016.84
France,1984,19000,,20212036,571,,29838897.21
France,1985,19008,,16716000,563,,23914626.83
France,1986,17865,,24230000,558,,33975936.64
France,1987,17693,,29580000,559,,40445920.85
France,1988,19122,,30700000,558,,40561842.53
France,1989,16800,,28580000,558,,36347510.48
France,1990,19020,,34790000,554,,42668160.85
France,1991,18432,,37340000,554,,44315544.93
France,1992,18024,,34870000,542,,40463430.64
France,1993,17112,,37200000,506,,42163432.53
France,1994,18031,,45184000,506,,50143891.58
France,1995,18100,,47768000,504,,51934698.88
France,1996,17633,,47401000,501,,50608447.07
France,1997,19767,,41523000,475,,43588238.3
France,1998,20126,,40834000,449,,42402945.22
France,1999,20200,,37811000,421,,38670448.23
France,2000,20954,,34053000,294,,34053000
France,2001,19343,,32909000,274,,32178125.49
France,2002,20258,,36492000,260,,35140285.51
France,2003,19758,,46232000,259,,43646973.48
France,2004,20770,,53363000,256,,49033842.8
France,2005,19481,,53181000,254,,47342016.41
France,2006,19852,,54321000,255,,46918539.08
France,2007,19250,,60662000,255,,51033605.71
Gambia,1981,,,2000,1,,3375.515251
Gambia,1982,,,,1,,
Gambia,1983,,,7700,1,,11772.8342
Gambia,1984,,,,1,,
Gambia,1985,,,1710,1,,2446.399371
Gambia,1986,,,,1,,
Gambia,1987,,,1000,1,,1367.340124
Gambia,1988,,,3000,1,,3963.697967
Gambia,1989,,,1000,2,,1271.781333
Gambia,1990,,,,2,,
Gambia,1991,,,,2,,
Gambia,1992,,,,1,,
Gambia,1993,,,2500,1,,2833.564014
Gambia,1994,,,14000,1,,15536.7936
Gambia,1995,,,15000,1,,16308.41742
Gambia,1996,,,15000,1,,16014.99348
Gambia,1997,,,15000,1,,15746.0582
Gambia,1998,,,15000,1,,15576.33781
Gambia,1999,,,16000,1,,16363.68178
Gambia,2000,,,3000,1,,3000
Gambia,2001,,,3000,1,,2933.373134
Gambia,2002,,,3000,1,,2888.875823
Gambia,2003,,,2000,1,,1888.171547
Gambia,2004,,,2000,1,,1837.746858
Gambia,2005,,,3000,1,,2670.616371
Gambia,2006,,,3000,1,,2591.182365
Gambia,2007,,,4000,1,,3365.111979
Gabon,1960,,,500,,,2342.391304
Gabon,1961,,,1000,,,4634.408602
Gabon,1962,,,1503,,,6879.85858
Gabon,1963,,,2504,1,,11335.13322
Gabon,1964,,,2001,1,,8920.081111
Gabon,1965,,,3002,1,,13146.19144
Gabon,1966,,,3002,1,,12783.86791
Gabon,1967,,,3002,1,,12422.12127
Gabon,1968,,,3002,1,,11916.32477
Gabon,1969,,,3484,1,,13184.13863
Gabon,1970,,,3000,1,,10779.72795
Gabon,1971,,,5463,1,,18686.92857
Gabon,1972,,,6669,2,,21862.46637
Gabon,1973,,,9461,2,,29413.86826
Gabon,1974,,,10628,2,,30324.97979
Gabon,1975,,,16853,3,,44008.04114
Gabon,1976,,,20114,3,,49792.4867
Gabon,1977,,,28929,4,,67415.93085
Gabon,1978,,,53891,4,,117370.5848
Gabon,1979,,,67746,5,,136274.1326
Gabon,1980,,,75102,5,,138578.251
Gabon,1981,,,81231,7,,137098.2397
Gabon,1982,,,78662,7,,125007.3972
Gabon,1983,,,73453,7,,112305.1936
Gabon,1984,,,67665,7,,99893.39913
Gabon,1985,,,79020,7,,113049.4025
Gabon,1986,,,149000,9,,208931.6781
Gabon,1987,,,128000,9,,175019.5358
Gabon,1988,,,153770,8,,203165.9455
Gabon,1989,,,145790,10,,185413.0005
Gabon,1990,,,100000,9,,122644.9004
Gabon,1991,,,,10,,
Gabon,1992,,,,7,,
Gabon,1993,,,,7,,
Gabon,1994,,,95000,6,,105428.2423
Gabon,1995,,,102000,7,,110897.2384
Gabon,1996,,,114000,7,,121713.9505
Gabon,1997,,,115000,10,,120719.7795
Gabon,1998,,,135000,7,,140187.0403
Gabon,1999,,,135000,7,,138068.565
Gabon,2000,,,125000,5,,125000
Gabon,2001,,,120000,5,,117334.9254
Gabon,2002,,,13000,5,,12518.4619
Gabon,2003,,,15000,5,,14161.2866
Gabon,2004,,,17000,4,,15620.84829
Gabon,2005,,,114000,4,,101483.4221
Gabon,2006,,,111000,5,,95873.74749
Gabon,2007,,,123000,5,,103477.1933
Germany,1816,50,3516,,130,,
Germany,1817,50,3061,,130,,
Germany,1818,50,2964,,130,,
Germany,1819,50,3756,,130,,
Germany,1820,50,3714,,130,,
Germany,1821,39,3691,,130,,
Germany,1822,39,3643,,130,,
Germany,1823,39,3377,,130,,
Germany,1824,39,3134,,130,,
Germany,1825,39,3085,,130,,
Germany,1826,45,3085,,130,,
Germany,1827,45,3072,,130,,
Germany,1828,45,3073,,130,,
Germany,1829,45,3084,,130,,
Germany,1830,45,3096,,130,3067.854545,
Germany,1831,93,3135,,131,3254.428571,
Germany,1832,93,3162,,132,3412.455446,
Germany,1833,93,3162,,134,3481.393939,
Germany,1834,93,3371,,134,3638.009901,
Germany,1835,93,3338,,134,3602.39604,
Germany,1836,168,3313,,134,3406.764151,
Germany,1837,168,3282,,134,3507.235294,
Germany,1838,168,3265,,165,3455.194175,
Germany,1839,168,3281,,134,3438.740385,
Germany,1840,168,3376,,135,3679.84,
Germany,1841,176,3377,,135,3718.111111,
Germany,1842,176,3379,,135,3836.572917,
Germany,1843,176,3379,,135,3960.333333,
Germany,1844,176,3429,,135,3893.34375,
Germany,1845,176,3385,,135,3803.762887,
Germany,1846,211,3714,,135,4173.463918,
Germany,1847,211,3733,,134,3950.456311,
Germany,1848,211,3445,,135,3911.510417,
Germany,1849,211,3571,,131,4054.572917,
Germany,1850,211,3528,,131,4272.8,
Germany,1851,317,3413,,134,4133.522222,
Germany,1852,317,3675,,138,4500.842697,
Germany,1853,317,3659,,139,4111.659794,
Germany,1854,317,3817,,139,4119.336634,
Germany,1855,317,3954,,142,4184.330097,
Germany,1856,490,4090,,142,4370.686275,
Germany,1857,490,4195,,142,4482.892157,
Germany,1858,490,4394,,153,4887.204082,
Germany,1859,490,4553,,153,4962.77,
Germany,1860,490,4579,,201,4991.11,
Germany,1861,592,5693,,203,6024.631068,
Germany,1862,696,5594,,213,5862.942308,
Germany,1863,813,5448,,216,5549.831776,
Germany,1864,905,5576,,212,5576,
Germany,1865,988,5950,,216,5950,
Germany,1866,977,6268,,214,6155.063063,
Germany,1867,1034,6433,,219,6317.09009,
Germany,1868,1184,9561,,317,9649.527778,
Germany,1869,1313,10196,,318,10290.40741,
Germany,1870,1261,42993,,319,43796.60748,
Germany,1871,1424,27404,,1000,27154.87273,
Germany,1872,1828,13570,,427,12751.12069,
Germany,1873,1991,14234,,426,12929.21667,
Germany,1874,1666,16972,,429,16086.50435,
Germany,1875,1759,18262,,428,17932.95495,
Germany,1876,1615,18168,,429,18168,
Germany,1877,1718,20482,,429,20864.84112,
Germany,1878,1899,19727,,429,20675.41346,
Germany,1879,1965,19656,,430,20801.00971,
Germany,1880,2468,19397,,430,20728.16667,
Germany,1881,2620,20892,,456,22325.76471,
Germany,1882,3004,19531,,455,20469.99038,
Germany,1883,3135,20054,,457,21642.43564,
Germany,1884,3235,20634,,457,22950.06122,
Germany,1885,3268,19973,,459,22443.8866,
Germany,1886,3128,20838,,460,23415.89691,
Germany,1887,3532,30038,,503,33754.04124,
Germany,1888,3813,38013,,504,42279.76531,
Germany,1889,3963,25670,,504,27703.26733,
Germany,1890,4100,37454,,505,40024.37255,
Germany,1891,4096,28276,,524,30820.84,
Germany,1892,4351,32984,,526,36315.71717,
Germany,1893,4428,35890,,601,39120.1,
Germany,1894,4700,33328,,601,35967.84158,
Germany,1895,4770,30885,,602,33664.65,
Germany,1896,5564,30902,,602,34023.41414,
Germany,1897,6009,39222,,604,42328.69307,
Germany,1898,6367,35428,,606,37859.33333,
Germany,1899,7160,37508,,619,39311.26923,
Germany,1900,6461,39681,,624,39681,
Germany,1901,6137,42008,,630,42793.19626,
Germany,1902,7466,42770,,638,43980.4717,
Germany,1903,8430,42263,,636,43459.12264,
Germany,1904,8564,42420,,642,44036,
Germany,1905,9669,46167,,648,47925.74286,
Germany,1906,10700,48721,,653,49631.6729,
Germany,1907,11619,51965,,658,51965,
Germany,1908,10726,57865,,663,58400.78704,
Germany,1909,11515,58567,,667,59109.28704,
Germany,1910,13100,60416,,673,59866.76364,
Germany,1911,14303,61652,,677,61091.52727,
Germany,1912,16355,63926,,716,61122.22807,
Germany,1913,17609,88418,,859,84540.01754,
Germany,1914,13810,,1785000,862,,23729488.64
Germany,1915,12278,,5014000,3823,,64660859.84
Germany,1916,14871,,4974000,4580,,56888388.27
Germany,1917,15501,,7150000,5380,,66309569.65
Germany,1918,14092,,8779000,8000,,69865141.89
Germany,1919,7847,,80023,114,,621734.6746
Germany,1920,9278,,79025,114,,538830.7452
Germany,1921,9997,,74696,114,,597349.1641
Germany,1922,11714,,27754,114,,235033.6153
Germany,1923,6305,,866282,114,,7136804.123
Germany,1924,9835,,118739,114,,990176.8544
Germany,1925,12195,,147858,114,,1210809.162
Germany,1926,12342,,156632,114,,1277549.251
Germany,1927,16311,,169185,114,,1413730.577
Germany,1928,14517,,183045,114,,1517161.442
Germany,1929,16245,,164457,114,,1360341.791
Germany,1930,12536,,162783,114,,1397306.066
Germany,1931,8291,,146845,114,,1406448.778
Germany,1932,5771,,149553,114,,1622105.321
Germany,1933,7617,,452198,118,,5038162.479
Germany,1934,11923,,709088,315,,7492544.041
Germany,1935,16447,,1607587,461,,16642895
Germany,1936,19208,,2332782,596,,23849128.34
Germany,1937,19849,,3298869,603,,32391412.76
Germany,1938,22656,,7415163,782,,74873945.51
Germany,1939,23733,,12000000,2750,,122223880.6
Germany,1940,21540,,21200000,3300,,213538499.4
Germany,1941,20836,,28900000,7100,,272652188.9
Germany,1942,20480,,36900000,7028,,322491035.2
Germany,1943,20758,,44800000,6957,,374736670.1
Germany,1944,18318,,50736000,6128,,414234400.8
Germany,1945,10000,,10648000,5300,,84739039.84
Germany,1990,38434,,37200000,545,,45623902.95
Germany,1991,42169,,32300000,457,,38334014.49
Germany,1992,39711,,33380000,442,,38734422.56
Germany,1993,37625,,36700000,398,,41596719.72
Germany,1994,40837,,35300000,362,,39174915.3
Germany,1995,42051,,41157000,352,,44747035.71
Germany,1996,39793,,39828000,339,,42523010.69
Germany,1997,45007,,33217000,335,,34869121.01
Germany,1998,44046,,33802000,333,,35100758.05
Germany,1999,42062,,31182000,331,,31890770.33
Germany,2000,46376,,27924000,221,,27924000
Germany,2001,44803,,26902000,308,,26304534.69
Germany,2002,45015,,29404000,296,,28314834.9
Germany,2003,44809,,35295000,284,,33321507.38
Germany,2004,46374,,38263000,284,,35158854.02
Germany,2005,44524,,38250000,284,,34050358.73
Germany,2006,47224,,37956000,285,,32783639.28
Germany,2007,48550,,42108000,246,,35424533.8
Ghana,1957,,,8051,2,,39645.00241
Ghana,1958,,,8283,2,,39899.69824
Ghana,1959,,,9801,2,,46554.75
Ghana,1960,,,17384,5,,81440.26087
Ghana,1961,,,25553,10,,118423.043
Ghana,1962,,,27421,10,,125517.3667
Ghana,1963,,,25553,18,,115673.586
Ghana,1964,,,25903,25,,115470.6952
Ghana,1965,,,29636,25,,129780.323
Ghana,1966,,,29835,30,,127050.8658
Ghana,1967,,,45630,30,,188814.5882
Ghana,1968,,,46256,35,,183611.4319
Ghana,1969,,,46746,35,,176896.0231
Ghana,1970,,,43610,35,,156701.312
Ghana,1971,,,41513,35,,142000.8175
Ghana,1972,,,30481,40,,99923.5024
Ghana,1973,,,41300,40,,128400.038
Ghana,1974,,,60492,35,,172602.4348
Ghana,1975,,,78789,20,,205740.7911
Ghana,1976,,,109575,20,,271254.4362
Ghana,1977,,,136534,18,,318177.8389
Ghana,1978,,,133360,19,,290448.1489
Ghana,1979,,,123259,15,,247941.0344
Ghana,1980,,,102432,14,,189007.5818
Ghana,1981,,,272309,9,,459591.5913
Ghana,1982,,,214087,9,,340220.9282
Ghana,1983,,,188076,8,,287556.8267
Ghana,1984,,,78961,15,,116569.6104
Ghana,1985,,,63490,15,,90831.51817
Ghana,1986,,,51580,9,,72326.81849
Ghana,1987,,,45280,11,,61913.16079
Ghana,1988,,,21000,16,,27745.88577
Ghana,1989,,,41480,16,,52753.48967
Ghana,1990,20,,45390,9,,55668.52029
Ghana,1991,20,,67000,9,,79516.37681
Ghana,1992,20,,47360,7,,54956.92787
Ghana,1993,19,,51000,7,,57804.70588
Ghana,1994,20,,105000,7,,116525.952
Ghana,1995,25,,121000,7,,131554.5672
Ghana,1996,26,,123000,7,,131322.9465
Ghana,1997,25,,134000,7,,140664.7866
Ghana,1998,25,,137000,7,,142263.8854
Ghana,1999,25,,121000,7,,123750.3434
Ghana,2000,25,,40000,7,,40000
Ghana,2001,25,,34000,7,,33244.89552
Ghana,2002,25,,38000,7,,36592.42709
Ghana,2003,25,,51000,7,,48148.37445
Ghana,2004,25,,56000,7,,51456.91203
Ghana,2005,25,,76000,7,,67655.61474
Ghana,2006,25,,83000,7,,71689.37876
Ghana,2007,25,,104000,14,,87492.91144
Georgia,1991,526,,,,,
Georgia,1992,529,,850000,25,,986346.8896
Georgia,1993,215,,,7,,
Georgia,1994,141,,108000,7,,119855.2649
Georgia,1995,84,,106000,5,,115246.1498
Georgia,1996,83,,110000,5,,117443.2855
Georgia,1997,104,,109000,11,,114421.3562
Georgia,1998,56,,112000,16,,116303.3223
